"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP"
"859","Lucas Raymond","DET","L","74","971.48333333333","10","10","5","5","20","60.61"
"32","Kyle Okposo","BUF","R","75","926.26666666667","6","13","7","6","19","67.86"
"36","Jeff Petry","PIT","D","61","1031.7333333333","3","16","5","11","19","37.25"
"69","Drew Doughty","L.A","D","81","1566.5","4","15","3","12","19","32.20"
"119","Brian Dumoulin","PIT","D","82","1401.9833333333","1","18","12","6","19","36.54"
"175","John Klingberg","ANA, MIN","D","67","1127.5333333333","6","13","10","3","19","43.18"
"234","Morgan Rielly","TOR","D","65","1083.6166666667","3","16","11","5","19","41.30"
"259","Shayne Gostisbehere","ARI, CAR","D","75","1231.9166666667","4","15","7","8","19","36.54"
"263","Jimmy Vesey","NYR","L","81","956.25","7","12","6","6","19","46.34"
"307","Mattias Janmark","EDM","C","66","814.36666666667","5","14","9","5","19","63.33"
"331","Tyler Bertuzzi","BOS, DET","L","50","653","4","15","10","5","19","57.58"
"348","Nikita Zadorov","CGY","D","82","1295.2833333333","13","6","4","2","19","30.16"
"379","Tony DeAngelo","PHI","D","70","1172.3","5","14","9","5","19","39.58"
"394","Christian Dvorak","MTL","C","64","780.8","6","13","3","10","19","76.00"
"435","Jonas Siegenthaler","N.J","D","80","1382.8833333333","3","16","7","9","19","24.36"
"469","Nicolas Roy","VGK","C","65","825.93333333333","9","10","7","3","19","59.38"
"495","Will Borgen","SEA","D","82","1188.7333333333","3","16","9","7","19","32.20"
"551","Max Jones","ANA","L","69","836.68333333333","9","10","4","6","19","82.61"
"636","Klim Kostin","EDM","C","57","563.85","11","8","6","2","19","67.86"
"682","Sebastian Aho","NYI","D","71","1064.5","4","15","6","9","19","38.78"
"712","Philipp Kurashev","CHI","C","70","966.5","8","11","8","3","19","48.72"
"873","Anton Lundell","FLA","C","73","872.21666666667","9","10","5","5","19","48.72"
"877","Quinton Byfield","L.A","C","53","657.1","1","18","10","8","19","51.35"
"16","Paul Stastny","CAR","C","73","738.28333333333","7","11","5","6","18","62.07"
"48","Kevin Shattenkirk","ANA","D","75","1179.95","3","15","7","8","18","37.50"
"65","Lars Eller","COL, WSH","C","84","1051.15","8","10","7","3","18","51.43"
"91","Matt Martin","NYI","L","81","881.48333333333","7","11","7","4","18","64.29"
"133","Brenden Dillon","WPG","D","82","1347.0166666667","2","16","9","7","18","39.13"
"180","Ondrej Palat","N.J","L","49","658.48333333333","7","11","8","3","18","58.06"
"225","Colin Miller","DAL","D","79","1237.8166666667","5","13","7","6","18","29.51"
"253","Radek Faksa","DAL","C","81","918.1","10","8","5","3","18","69.23"
"256","Oskar Sundqvist","DET, MIN","C","67","723.55","6","12","5","7","18","64.29"
"257","Esa Lindell","DAL","D","82","1280.6166666667","5","13","6","7","18","33.33"
"303","Hudson Fasching","NYI","R","49","598.2","10","8","6","2","18","54.55"
"336","Jonathan Drouin","MTL","L","58","700.48333333333","2","16","9","7","18","78.26"
"377","Travis Sanheim","PHI","D","81","1391.5666666667","6","12","9","3","18","39.13"
"453","Keegan Kolesar","VGK","R","74","835.51666666667","8","10","10","0","18","58.06"
"483","Ivan Provorov","PHI","D","82","1508.3833333333","5","13","5","8","18","32.14"
"487","Yakov Trenin","NSH","C","77","942.81666666667","9","9","6","3","18","78.26"
"509","Matt Roy","L.A","D","82","1292.2666666667","5","13","5","8","18","30.00"
"533","Carl Grundstrom","L.A","R","57","568.75","11","7","5","2","18","72.00"
"657","Pierre-Olivier Joseph","PIT","D","75","1040.0166666667","4","14","7","7","18","33.96"
"670","Calle Rosen","STL","D","49","697.6","8","10","4","6","18","40.91"
"766","Jonatan Berggren","DET","R","67","773.1","9","9","5","4","18","64.29"
"769","Paul Cotter","VGK","C","55","679.01666666667","13","5","2","3","18","69.23"
"796","Kirby Dach","MTL","C","58","802.18333333333","8","10","6","4","18","48.65"
"912","J.J. Moser","ARI","D","82","1241.9833333333","3","15","7","8","18","37.50"
"22","Andrew Cogliano","COL","C","79","829.73333333333","10","7","3","4","17","56.67"
"33","Trevor Lewis","CGY","C","82","825.03333333333","6","11","7","4","17","62.96"
"34","Milan Lucic","CGY","L","77","841.51666666667","7","10","8","2","17","54.84"
"80","Justin Schultz","SEA","D","73","1090.05","5","12","4","8","17","34.69"
"94","Tyler Johnson","CHI","C","56","739.5","6","11","6","5","17","70.83"
"121","Marcus Foligno","MIN","L","65","802.75","7","10","6","4","17","65.38"
"125","David Savard","MTL","D","62","1119.0333333333","3","14","5","9","17","45.95"
"128","Ben Chiarot","DET","D","76","1286","3","14","7","7","17","36.96"
"135","Radko Gudas","FLA","D","72","1023.65","2","15","7","8","17","36.17"
"140","Justin Holl","TOR","D","80","1329.5","2","15","2","13","17","27.87"
"296","Tyler Motte","NYR, OTT","C, L","62","626.18333333333","6","11","7","4","17","77.27"
"492","Noel Acciari","STL, TOR","C","77","941.06666666667","10","7","3","4","17","68.00"
"493","Derek Ryan","EDM","C","80","774.03333333333","11","6","3","3","17","54.84"
"606","Trevor Moore","L.A","C, L","59","771.38333333333","6","11","8","3","17","70.83"
"615","Juuso Valimaki","ARI","D","78","1170.7666666667","2","15","6","9","17","32.08"
"628","Mikey Anderson","L.A","D","77","1433.8166666667","4","13","2","11","17","29.31"
"646","Max Comtois","ANA","L","64","794.65","9","8","5","3","17","56.67"
"690","Alexey Toropchenko","STL","R","69","738.96666666667","8","9","5","4","17","60.71"
"23","Marc-Edouard Vlasic","S.J","D","78","1121.7333333333","1","15","3","12","16","35.56"
"24","Kris Letang","PIT","D","64","1226.4833333333","4","12","3","9","16","30.77"
"45","Nick Bonino","PIT, S.J","C","62","716.66666666667","9","7","6","1","16","51.61"
"60","Ryan McDonagh","NSH","D","71","1234.2","2","14","8","6","16","29.09"
"82","Travis Hamonic","OTT","D","75","1110.8666666667","5","11","5","6","16","33.33"
"124","Casey Cizikas","NYI","C","81","972.16666666667","5","11","7","4","16","57.14"
"147","Tyler Pitlick","STL","C","61","594.98333333333","7","9","7","2","16","69.57"
"196","Josh Leivo","STL","L","51","566.98333333333","4","12","9","3","16","59.26"
"262","Adam Pelech","NYI","D","61","1105.2833333333","5","11","6","5","16","34.78"
"276","Brett Kulak","EDM","D","82","1251.7333333333","3","13","2","11","16","28.57"
"372","Nick Ritchie","ARI, CGY","L","74","817.53333333333","9","7","5","2","16","55.17"
"508","Steven Lorentz","S.J","C","80","802.05","8","8","2","6","16","72.73"
"555","Josh Mahura","FLA","D","82","1082.2333333333","4","12","8","4","16","32.00"
"564","Noah Gregor","S.J","C","57","692.5","10","6","5","1","16","64.00"
"577","Filip Hronek","DET, VAN","D","64","1061.7833333333","4","12","4","8","16","34.04"
"604","Tanner Jeannot","NSH, T.B","L","76","881.61666666667","5","11","5","6","16","55.17"
"617","Nicolas Hague","VGK","D","81","1377.6833333333","2","14","9","5","16","27.59"
"752","Jordan Harris","MTL","D","65","1096.7666666667","4","12","5","7","16","34.04"
"755","Kirill Marchenko","CBJ","R","59","763.1","13","3","3","0","16","64.00"
"857","Braden Schneider","NYR","D","81","1188.2333333333","5","11","5","6","16","32.65"
"862","Kaiden Guhle","MTL","D","44","744.13333333333","4","12","9","3","16","53.33"
"3","Jeff Carter","PIT","C","79","833.63333333333","7","8","3","5","15","62.50"
"26","Ryan Reaves","MIN, NYR","R","73","671.25","5","10","5","5","15","71.43"
"101","Jakob Silfverberg","ANA","R","81","855.6","6","9","6","3","15","57.69"
"107","Oliver Ekman-Larsson","VAN","D","54","908.6","2","13","9","4","15","40.54"
"111","Dmitry Kulikov","ANA, PIT","D","67","1068","3","12","8","4","15","37.50"
"122","Craig Smith","BOS, WSH","C","64","673.68333333333","9","6","1","5","15","51.72"
"163","Ryan Johansen","NSH","C","55","633.13333333333","6","9","5","4","15","68.18"
"229","Torey Krug","STL","D","63","949.75","3","12","6","6","15","36.59"
"300","Carson Soucy","SEA","D","78","1105.9","3","12","4","8","15","28.85"
"365","Aaron Ekblad","FLA","D","71","1149.7166666667","4","11","8","3","15","28.85"
"538","Jesse Puljujarvi","CAR, EDM","R","75","854.1","5","10","6","4","15","53.57"
"676","Johnathan Kovacevic","MTL","D","77","1165.7","3","12","6","6","15","28.85"
"678","Emil Bemstrom","CBJ","R","55","586.95","3","12","7","5","15","65.22"
"691","Morgan Barron","WPG","C","70","790","6","9","5","4","15","62.50"
"719","Joe Veleno","DET","C","81","935.21666666667","8","7","4","3","15","50.00"
"813","Arthur Kaliyev","L.A","R","56","527.3","5","10","4","6","15","60.00"
"840","Aliaksei Protas","WSH","C","58","641.66666666667","4","11","5","6","15","65.22"
"844","Juuso Parssinen","NSH","C","45","540.38333333333","3","12","6","6","15","65.22"
"20","Marc Staal","FLA","D","82","1239.15","3","11","4","7","14","22.58"
"42","Jonathan Toews","CHI","C","53","685.8","4","10","6","4","14","70.00"
"46","Ian Cole","T.B","D","78","1242.7833333333","3","11","7","4","14","26.92"
"89","Derek Grant","ANA","C","46","510.96666666667","3","11","7","4","14","73.68"
"170","Jani Hakanpää","DAL","D","82","1274.7166666667","5","9","4","5","14","27.45"
"177","Alex Belzile","MTL","R","31","337.61666666667","6","8","3","5","14","73.68"
"236","Matt Dumba","MIN","D","79","1453.85","4","10","6","4","14","31.11"
"245","Zemgus Girgensons","BUF","L","80","894.6","9","5","1","4","14","66.67"
"270","Brock McGinn","ANA, PIT","L","75","791.35","9","5","2","3","14","60.87"
"321","Adam Erne","DET","L","61","699.86666666667","6","8","4","4","14","70.00"
"364","Tomas Nosek","BOS","L","66","639.76666666667","4","10","5","5","14","70.00"
"398","Jake Walman","DET","D","63","1007.55","8","6","2","4","14","32.56"
"412","Oskar Lindblom","S.J","L","73","679.45","6","8","3","5","14","60.87"
"421","Jake Middleton","MIN","D","79","1284.2","3","11","5","6","14","30.43"
"436","Colin White","FLA","C","68","607.33333333333","7","7","5","2","14","58.33"
"451","Evgeny Svechnikov","S.J","L","59","604.53333333333","8","6","5","1","14","53.85"
"474","Thomas Chabot","OTT","D","68","1335.2166666667","4","10","4","6","14","21.54"
"481","Denis Gurianov","DAL, MTL","R","66","769.56666666667","6","8","7","1","14","60.87"
"525","Wade Allison","PHI","R","60","748.85","9","5","1","4","14","60.87"
"527","Ryan Lindgren","NYR","D","63","1020.6666666667","0","14","9","5","14","28.57"
"529","Julien Gauthier","NYR, OTT","R","57","483.9","9","5","3","2","14","73.68"
"560","Boris Katchouk","CHI","L","58","606.7","5","9","6","3","14","77.78"
"572","Nathan Bastian","N.J","R","43","429.56666666667","6","8","4","4","14","87.50"
"579","Troy Stecher","ARI, CGY","D","81","1120.1","3","11","7","4","14","42.42"
"591","Michael Pezzetta","MTL","L","63","553.15","7","7","7","0","14","53.85"
"599","Michael Eyssimont","S.J, T.B, WPG","C","54","613.15","5","9","4","5","14","50.00"
"611","Zach Aston-Reese","TOR","C","77","764.4","10","4","2","2","14","66.67"
"614","Mason Shaw","MIN","C","59","563.93333333333","6","8","3","5","14","87.50"
"634","Adam Ruzicka","CGY","C","44","429.55","4","10","6","4","14","77.78"
"709","Oliver Wahlstrom","NYI","R","35","381.18333333333","6","8","2","6","14","70.00"
"710","Martin Fehervary","WSH","D","67","1180.8","4","10","5","5","14","31.11"
"734","Rasmus Kupari","L.A","C","66","584.66666666667","3","11","7","4","14","63.64"
"738","Liam Foudy","CBJ","C","62","670.8","7","7","6","1","14","73.68"
"772","Jesse Ylonen","MTL","R","37","445.01666666667","5","9","3","6","14","93.33"
"808","Cam York","PHI","D","54","900.55","2","12","7","5","14","36.84"
"869","Jake Sanderson","OTT","D","77","1174.35","2","12","7","5","14","30.43"
"903","Nils Aman","VAN","C","68","760.91666666667","4","10","5","5","14","70.00"
"39","Derick Brassard","OTT","C","62","612.08333333333","8","5","4","1","13","54.17"
"49","Pat Maroon","T.B","L","80","814.95","5","8","4","4","13","59.09"
"67","Nick Holden","OTT","D","65","884.68333333333","2","11","5","6","13","41.94"
"87","TJ Brodie","TOR","D","58","1015.7333333333","2","11","3","8","13","29.55"
"187","Nick Seeler","PHI","D","77","1030.2","4","9","6","3","13","31.71"
"188","Sean Kuraly","CBJ","C","71","870.46666666667","6","7","5","2","13","56.52"
"268","Teddy Blueger","PIT, VGK","C","63","662.46666666667","3","10","8","2","13","68.42"
"289","Nate Schmidt","WPG","D","71","1069.4166666667","4","9","4","5","13","36.11"
"420","Jake Evans","MTL","C","54","607.13333333333","0","13","11","2","13","68.42"
"457","Brandon Carlo","BOS","D","75","1130.25","2","11","6","5","13","22.03"
"486","John Marino","N.J","D","64","1084.1666666667","1","12","10","2","13","29.55"
"506","Vladislav Gavrikov","CBJ, L.A","D","72","1262.3333333333","3","10","6","4","13","29.55"
"589","Axel Jonsson-Fjallby","WPG","L","50","470.13333333333","6","7","3","4","13","81.25"
"605","Mathieu Olivier","CBJ","R","66","720.6","5","8","6","2","13","61.90"
"612","Gavin Bayreuther","CBJ","D","51","741.03333333333","2","11","4","7","13","52.00"
"649","Henri Jokiharju","BUF","D","60","1095.0833333333","3","10","3","7","13","24.07"
"654","Timothy Liljegren","TOR","D","67","1026.9","5","8","4","4","13","26.00"
"664","Erik Brannstrom","OTT","D","74","985.83333333333","2","11","5","6","13","33.33"
"744","Adam Boqvist","CBJ","D","46","677.91666666667","5","8","4","4","13","39.39"
"762","Connor Dewar","MIN","C","81","736.61666666667","3","10","5","5","13","76.47"
"777","Rafael Harvey-Pinard","MTL","L","34","453.2","8","5","3","2","13","48.15"
"797","Bowen Byram","COL","D","42","790.56666666667","5","8","6","2","13","39.39"
"6","Corey Perry","T.B","R","81","762.4","6","6","4","2","12","52.17"
"75","Tyler Myers","VAN","D","78","1399.1166666667","1","11","6","5","12","21.43"
"109","Calvin de Haan","CAR","D","53","682.03333333333","2","10","4","6","12","40.00"
"114","Brayden McNabb","VGK","D","82","1408.4","1","11","6","5","12","20.00"
"172","Brendan Gallagher","MTL","R","37","442.45","8","4","4","0","12","63.16"
"202","Brett Ritchie","ARI, CGY","R","50","488.51666666667","8","4","1","3","12","66.67"
"246","Cody Ceci","EDM","D","80","1318.6666666667","1","11","4","7","12","21.82"
"390","Nicolas Aube-Kubel","TOR, WSH","R","53","587.06666666667","4","8","3","5","12","57.14"
"446","Erik Cernak","T.B","D","70","1088.9166666667","1","11","5","6","12","26.09"
"463","Ethan Bear","VAN","D","61","979.06666666667","2","10","5","5","12","29.27"
"475","Mathieu Joseph","OTT","R","56","594.8","0","12","8","4","12","46.15"
"507","Mason Appleton","WPG","C","41","538.85","3","9","4","5","12","57.14"
"511","Jalen Chatfield","CAR","D","78","1019.8","5","7","4","3","12","24.49"
"544","Brett Howden","VGK","C","54","654.46666666667","5","7","4","3","12","54.55"
"705","Zach Whitecloud","VGK","D","59","904.73333333333","5","7","4","3","12","30.00"
"747","Nils Lundkvist","DAL","D","60","866.38333333333","4","8","4","4","12","33.33"
"764","Pontus Holmberg","TOR","R","37","359.7","4","8","6","2","12","85.71"
"855","Cole Smith","NSH","L","69","717.95","3","9","8","1","12","66.67"
"872","Justin Barron","MTL","D","39","559.85","2","10","5","5","12","41.38"
"881","Luke Evangelista","NSH","R","24","301.06666666667","7","5","4","1","12","66.67"
"15","Alexander Edler","L.A","D","64","843.85","2","9","5","4","11","28.21"
"78","John Carlson","WSH","D","40","664.55","3","8","5","3","11","34.38"
"126","Nicolas Deslauriers","PHI","L","80","735.5","5","6","1","5","11","61.11"
"146","Jon Merrill","MIN","D","73","1007.2833333333","2","9","5","4","11","30.56"
"161","Erik Gudbranson","CBJ","D","70","1283.3166666667","1","10","4","6","11","27.50"
"183","Josh Archibald","PIT","R","62","505.06666666667","5","6","2","4","11","52.38"
"218","Joel Armia","MTL","R","43","496.36666666667","5","6","3","3","11","91.67"
"247","Tom Wilson","WSH","R","33","430.08333333333","5","6","4","2","11","55.00"
"341","Rasmus Ristolainen","PHI","D","74","1150.5666666667","1","10","4","6","11","25.58"
"359","Jordan Oesterle","DET","D","52","788.83333333333","2","9","3","6","11","44.00"
"360","Patrick Brown","OTT, PHI","C","61","605.16666666667","3","8","4","4","11","57.89"
"363","Pierre-Edouard Bellemare","T.B","L","73","650.71666666667","4","7","6","1","11","61.11"
"448","A.J. Greer","BOS","L","61","542.5","4","7","4","3","11","52.38"
"464","Caleb Jones","CHI","D","73","1204.3666666667","2","9","4","5","11","25.00"
"582","Rem Pitlick","MTL","C","46","515.9","3","8","6","2","11","78.57"
"626","Jaret Anderson-Dolan","L.A","C","46","456.21666666667","7","4","2","2","11","61.11"
"695","Sean Walker","L.A","D","70","921.66666666667","3","8","5","3","11","27.50"
"696","Mark Kastelic","OTT","C","65","525.66666666667","7","4","2","2","11","64.71"
"706","Kiefer Sherwood","NSH","L","32","380.25","6","5","3","2","11","57.89"
"759","Ilya Lyubushkin","BUF","D","68","865.86666666667","1","10","4","6","11","35.48"
"854","Drew O'Connor","PIT","L","46","421.35","5","6","3","3","11","73.33"
"910","Walker Duehr","CGY","R","27","268.31666666667","7","4","4","0","11","78.57"
"35","Cal Clutterbuck","NYI","R","49","500.16666666667","5","5","2","3","10","55.56"
"51","Sam Gagner","WPG","C","48","495.35","6","4","3","1","10","58.82"
"64","Alec Martinez","VGK","D","77","1285.8","1","9","3","6","10","15.87"
"83","Derek Stepan","CAR","C","73","607.46666666667","5","5","4","1","10","45.45"
"137","Chris Tanev","CGY","D","65","1061.9","1","9","4","5","10","22.22"
"151","Derek Forbort","BOS","D","54","764.78333333333","3","7","5","2","10","31.25"
"182","Josh Manson","COL","D","27","407.81666666667","2","8","6","2","10","43.48"
"206","Scott Harrington","ANA, S.J","D","45","700.81666666667","3","7","3","4","10","30.30"
"215","Jonas Brodin","MIN","D","60","1067.1333333333","2","8","1","7","10","23.81"
"237","Phillip Di Giuseppe","VAN","L","30","383.85","6","4","2","2","10","62.50"
"280","Vinnie Hinostroza","BUF","C","26","317.61666666667","2","8","4","4","10","71.43"
"284","Jaycob Megna","S.J, SEA","D","54","906.96666666667","1","9","4","5","10","22.22"
"285","Liam O'Brien","ARI","C","56","579.4","3","7","4","3","10","62.50"
"297","Saku Maenalanen","WPG","R","64","561.63333333333","4","6","2","4","10","71.43"
"354","Nathan Walker","STL","L","56","535.36666666667","2","8","4","4","10","43.48"
"374","Jakub Vrana","DET, STL","L","25","297.23333333333","6","4","3","1","10","71.43"
"443","Jordan Greenway","BUF, MIN","L","62","769.55","5","5","2","3","10","34.48"
"473","Jeremy Lauzon","NSH","D","67","942.88333333333","3","7","1","6","10","34.48"
"552","Andrew Peeke","CBJ","D","80","1408.1333333333","5","5","2","3","10","22.73"
"609","Zack MacEwen","L.A, PHI","C","56","608.13333333333","4","6","1","5","10","62.50"
"659","Ryan Poehling","PIT","C","53","483.71666666667","4","6","5","1","10","66.67"
"693","Sheldon Dries","VAN","C","63","597.16666666667","6","4","2","2","10","45.45"
"717","Isac Lundestrom","ANA","C","61","705.43333333333","3","7","3","4","10","50.00"
"932","Arber Xhekaj","MTL","D","51","713.73333333333","3","7","5","2","10","41.67"
"41","Nicklas Backstrom","WSH","C","39","487.95","1","8","5","3","9","64.29"
"179","Colin Blackwell","CHI","C","53","536.18333333333","2","7","6","1","9","64.29"
"220","Connor Murphy","CHI","D","80","1345.7333333333","4","5","3","2","9","20.93"
"228","Brad Hunt","COL","D","47","515.75","3","6","3","3","9","45.00"
"242","Mark Jankowski","NSH","C","50","514.05","4","5","3","2","9","75.00"
"260","Devin Shore","EDM","C","47","403.15","1","8","6","2","9","69.23"
"261","Jujhar Khaira","CHI","L","51","571.9","4","5","2","3","9","56.25"
"264","Chris Tierney","FLA, MTL","C","36","340.35","3","6","3","3","9","56.25"
"339","Sean Monahan","MTL","C","25","288.43333333333","3","6","5","1","9","75.00"
"386","Brendan Lemieux","L.A, PHI","L","45","441.05","2","7","5","2","9","60.00"
"520","Joey Anderson","CHI, TOR","R","38","398.78333333333","6","3","3","0","9","60.00"
"554","Dante Fabbro","NSH","D","79","1181.4","1","8","3","5","9","25.00"
"584","Brandon Duhaime","MIN","R","51","493.15","8","1","1","0","9","50.00"
"619","Conor Timmins","ARI, TOR","D","27","365.56666666667","2","7","3","4","9","47.37"
"718","Mattias Samuelsson","BUF","D","55","1026.0666666667","2","7","3","4","9","16.36"
"779","Simon Benoit","ANA","D","78","1233","3","6","1","5","9","22.50"
"792","Brett Leason","ANA","R","54","578.51666666667","6","3","2","1","9","69.23"
"802","Nils Hoglander","VAN","L","25","290.38333333333","3","6","4","2","9","69.23"
"819","Philip Tomasino","NSH","C","31","394.98333333333","1","8","7","1","9","69.23"
"830","Simon Holmstrom","NYI","R","50","534.15","6","3","1","2","9","64.29"
"858","Dylan Holloway","EDM","L","51","449.21666666667","3","6","2","4","9","52.94"
"875","Lukas Reichel","CHI","L","23","304.35","5","4","3","1","9","64.29"
"902","Yegor Chinakhov","CBJ","R","30","348.46666666667","3","6","1","5","9","64.29"
"920","Dylan Guenther","ARI","R","33","360.06666666667","2","7","2","5","9","90.00"
"85","Michael Stone","CGY","D","48","585.55","5","3","1","2","8","27.59"
"155","Austin Watson","OTT","L","75","598.86666666667","6","2","1","1","8","61.54"
"166","Jarred Tinordi","CHI","D","44","639.48333333333","2","6","2","4","8","50.00"
"203","Joel Edmundson","MTL","D","61","948.15","2","6","1","5","8","22.22"
"308","Anthony Duclair","FLA","L","20","258.38333333333","1","7","5","2","8","57.14"
"413","Anders Bjork","BUF, CHI","L","14","172.45","2","6","5","1","8","88.89"
"562","Riley Stillman","BUF, VAN","D","50","677.05","1","7","2","5","8","26.67"
"598","Dylan Gambrell","OTT","C","60","544.83333333333","4","4","3","1","8","53.33"
"620","Mario Ferraro","S.J","D","72","1253.7666666667","2","6","1","5","8","19.05"
"641","Jack Studnicka","BOS, VAN","C","48","473.51666666667","4","4","1","3","8","100.00"
"643","MacKenzie Entwistle","CHI","R","66","677","3","5","1","4","8","47.06"
"672","Jan Rutta","PIT","D","56","802.31666666667","3","5","0","5","8","28.57"
"673","Gustav Lindstrom","DET","D","36","502.33333333333","1","7","3","4","8","57.14"
"740","Kevin Bahl","N.J","D","42","548.45","2","6","2","4","8","33.33"
"827","Philip Broberg","EDM","D","46","523.61666666667","1","7","2","5","8","27.59"
"849","Elmer Soderblom","DET","L","21","226.48333333333","5","3","1","2","8","66.67"
"863","Jake Neighbours","STL","L","43","477.13333333333","5","3","1","2","8","57.14"
"937","Juraj Slafkovsky","MTL","L","39","421.03333333333","3","5","1","4","8","80.00"
"940","Nick Blankenburg","CBJ","D","36","580.76666666667","3","5","3","2","8","34.78"
"31","Erik Johnson","COL","D","63","930.83333333333","0","7","4","3","7","19.44"
"181","Lukas Sedlak","COL, PHI","C","30","303.5","3","4","3","1","7","63.64"
"287","Jayson Megna","ANA, COL","C","55","494.91666666667","2","5","2","3","7","70.00"
"302","Josh Brown","ARI","D","68","854.26666666667","4","3","2","1","7","18.92"
"324","Robert Hagg","DET","D","38","542.51666666667","2","5","4","1","7","38.89"
"521","Luke Kunin","S.J","C","31","354.21666666667","3","4","3","1","7","58.33"
"578","Jacob MacDonald","COL, S.J","D","58","642.43333333333","1","6","3","3","7","41.18"
"580","Nikita Zaitsev","CHI, OTT","D","46","641.98333333333","1","6","2","4","7","30.43"
"618","Jonah Gadjovich","S.J","L","35","311.25","3","4","1","3","7","53.85"
"621","Cal Foote","NSH, T.B","D","50","683.98333333333","2","5","2","3","7","23.33"
"661","Ian Mitchell","CHI","D","35","497.11666666667","1","6","2","4","7","38.89"
"677","Jacob Bryson","BUF","D","59","786.31666666667","1","6","3","3","7","28.00"
"722","Filip Zadina","DET","R","30","361.08333333333","3","4","2","2","7","87.50"
"723","Martin Kaut","COL, S.J","R","36","329.68333333333","3","4","1","3","7","58.33"
"729","Jack Drury","CAR","C","38","362.91666666667","2","5","3","2","7","53.85"
"749","Jakub Lauko","BOS","C","23","195","4","3","3","0","7","70.00"
"751","Calen Addison","MIN","D","62","746.73333333333","3","4","1","3","7","25.93"
"807","Nikita Alexandrov","STL","C","28","263.81666666667","3","4","3","1","7","87.50"
"835","Vasily Podkolzin","VAN","R","39","438.58333333333","4","3","2","1","7","53.85"
"838","Joel Kiviranta","DAL","L","70","725.65","6","1","0","1","7","53.85"
"856","Connor Mackey","ARI, CGY","D","30","375.43333333333","3","4","1","3","7","33.33"
"895","Artem Zub","OTT","D","53","944.36666666667","1","6","1","5","7","20.00"
"921","Cole Sillinger","CBJ","C","64","734.6","1","6","4","2","7","35.00"
"171","Sam Carrick","ANA","C","52","494.46666666667","3","3","2","1","6","46.15"
"282","Ben Hutton","VGK","D","31","452.11666666667","2","4","2","2","6","37.50"
"286","Kurtis MacDermid","COL","D","44","351.25","1","5","3","2","6","54.55"
"314","Ben Harpur","NYR","D","42","576.78333333333","1","5","0","5","6","27.27"
"468","Zach Werenski","CBJ","D","13","243.45","3","3","3","0","6","42.86"
"494","Kevin Stenlund","WPG","C","54","488.46666666667","3","3","1","2","6","42.86"
"499","Alexandre Carrier","NSH","D","43","630.03333333333","1","5","2","3","6","30.00"
"501","Niko Mikkola","NYR, STL","D","81","1238.65","1","5","2","3","6","11.11"
"510","Lane Pederson","CBJ, VAN","C","27","297.41666666667","3","3","3","0","6","40.00"
"532","Rasmus Asplund","BUF, NSH","C","46","452.35","1","5","1","4","6","42.86"
"549","Logan Brown","STL","C","30","284.06666666667","2","4","2","2","6","75.00"
"655","Dylan Samberg","WPG","D","63","799.16666666667","2","4","1","3","6","20.69"
"680","Jacob Peterson","DAL, S.J","C","12","166.13333333333","0","6","3","3","6","85.71"
"756","Karson Kuhlman","SEA, WPG","C","47","495.93333333333","2","4","1","3","6","42.86"
"780","Reese Johnson","CHI","C","57","558.01666666667","4","2","1","1","6","42.86"
"828","Victor Soderstrom","ARI","D","30","434.55","0","6","2","4","6","35.29"
"864","Ridly Greig","OTT","C","20","223.66666666667","2","4","3","1","6","50.00"
"18","Jack Johnson","CHI, COL","D","83","1375","2","3","1","2","5","13.16"
"57","Robert Bortuzzo","STL","D","43","454.55","2","3","2","1","5","22.73"
"72","Zach Bogosian","T.B","D","46","650.75","1","4","3","1","5","20.00"
"136","Matt Irwin","WSH","D","61","736.08333333333","2","3","1","2","5","22.73"
"290","Chad Ruhwedel","PIT","D","47","587.66666666667","1","4","1","3","5","23.81"
"349","Curtis Lazar","N.J, VAN","C","49","518.78333333333","3","2","1","1","5","35.71"
"381","Robby Fabbri","DET","C","28","350.13333333333","2","3","1","2","5","50.00"
"442","Anthony Richard","MTL","C","13","124.66666666667","3","2","1","1","5","71.43"
"449","Jansen Harkins","WPG","C","22","234.61666666667","3","2","1","1","5","50.00"
"503","Rudolfs Balcers","FLA, T.B","L","17","164.06666666667","3","2","1","1","5","62.50"
"568","Jake Bean","CBJ","D","14","197.98333333333","1","4","0","4","5","55.56"
"687","Cole Guttman","CHI","C","14","175.8","3","2","2","0","5","83.33"
"728","Vitali Kravtsov","NYR, VAN","R","44","458.13333333333","3","2","0","2","5","38.46"
"768","David Gustafsson","WPG","C","46","383.16666666667","0","5","4","1","5","41.67"
"831","Pavel Dorofeyev","VGK","L","18","220.76666666667","4","1","1","0","5","50.00"
"890","Isaak Phillips","CHI","D","16","231.36666666667","1","4","2","2","5","55.56"
"54","Brendan Smith","N.J","D","60","822.15","0","4","1","3","4","13.79"
"62","Jakub Voracek","CBJ","R","11","133.7","0","4","2","2","4","80.00"
"81","Zac Dalpe","FLA","C","14","113.66666666667","2","2","1","1","4","66.67"
"123","Chris Wideman","MTL","D","46","555.33333333333","0","4","2","2","4","16.67"
"219","Nathan Beaulieu","ANA","D","52","668.81666666667","0","4","2","2","4","17.39"
"240","Tanner Pearson","VAN","L","14","155.01666666667","1","3","2","1","4","66.67"
